grain,period,label,period_start,period_end,months_in_period,complete_period,price_usd_per_ton,mom,qoq,yoy,mom_basis,qoq_basis,yoy_basis,export_weight_ton,export_value_usd_000,import_weight_ton,import_value_usd_000,trade_balance_usd_000,reported_trade_balance_usd_000,trade_balance_reconcile_diff,hs_code,country,item,source_sheet,source_row,period_note
quarter,2022Q2,2022Q2,2022-04,2022-06,3,True,11882.2292,,-0.126596,-0.080631,,2022Q1,2021Q2,570.6,6780.0,0.0,0.0,6780.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,130-132,Quarterly weighted average
quarter,2022Q3,2022Q3,2022-07,2022-09,3,True,13586.1643,,0.143402,-0.044811,,2022Q2,2021Q3,809.5,10998.0,0.0,0.0,10998.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,133-135,Quarterly weighted average
quarter,2022Q4,2022Q4,2022-10,2022-12,3,True,13194.1736,,-0.028852,-0.067892,,2022Q3,2021Q4,871.9,11504.0,0.0,0.0,11504.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,136-138,Quarterly weighted average
quarter,2023Q1,2023Q1,2023-01,2023-03,3,True,13987.7459,,0.060146,0.02817,,2022Q4,2022Q1,1158.8,16209.0,0.0,0.0,16209.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,139-141,Quarterly weighted average
quarter,2023Q2,2023Q2,2023-04,2023-06,3,True,15016.7564,,0.073565,0.2638,,2023Q1,2022Q2,1671.0,25093.0,69.5,61.0,25032.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,142-144,Quarterly weighted average
quarter,2023Q3,2023Q3,2023-07,2023-09,3,True,14840.2,,-0.011757,0.092302,,2023Q2,2022Q3,723.373,10735.0,63.716,38.0,10697.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,145-147,Quarterly weighted average
quarter,2023Q4,2023Q4,2023-10,2023-12,3,True,15181.1326,,0.022974,0.150594,,2023Q3,2022Q4,676.3,10267.0,44.7,70.0,10197.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,148-150,Quarterly weighted average
quarter,2024Q1,2024Q1,2024-01,2024-03,3,True,21088.0715,,0.389097,0.50761,,2023Q4,2023Q1,1364.8,28781.0,0.0,0.0,28781.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,151-153,Quarterly weighted average
quarter,2024Q2,2024Q2,2024-04,2024-06,3,True,27245.847,,0.292003,0.814363,,2024Q1,2023Q2,1559.1,42479.0,0.1,0.0,42479.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,154-156,Quarterly weighted average
quarter,2024Q3,2024Q3,2024-07,2024-09,3,True,22868.2617,,-0.16067,0.540967,,2024Q2,2023Q3,346.9,7933.0,0.1,0.0,7933.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,157-159,Quarterly weighted average
quarter,2024Q4,2024Q4,2024-10,2024-12,3,True,23280.459,,0.018025,0.533513,,2024Q3,2023Q4,296.3,6898.0,3.2,31.0,6867.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,160-162,Quarterly weighted average
quarter,2025Q1,2025Q1,2025-01,2025-03,3,True,23234.4131,,-0.001978,0.10178,,2024Q4,2024Q1,1435.5,33353.0,0.2,0.0,33353.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,163-165,Quarterly weighted average
quarter,2025Q2,2025Q2,2025-04,2025-06,3,True,23749.6511,,0.022176,-0.12832,,2025Q1,2024Q2,1433.2,34038.0,0.0,0.0,34038.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,166-168,Quarterly weighted average
quarter,2025Q3,2025Q3,2025-07,2025-09,3,True,23553.0665,,-0.008277,0.029946,,2025Q2,2024Q3,544.6,12827.0,0.2,2.0,12825.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,169-171,Quarterly weighted average
quarter,2025Q4,2025Q4,2025-10,2025-12,3,True,22761.7417,,-0.033598,-0.022281,,2025Q3,2024Q4,408.8,9305.0,0.1,1.0,9304.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,live 2025.10-live 2025.12,Quarterly weighted average
quarter,2026Q1,2026Q1,2026-01,2026-03,3,True,23692.9069,,0.040909,0.019733,,2025Q4,2025Q1,1694.6,40150.0,0.1,0.0,40150.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,live 2026.01-live 2026.03,Quarterly weighted average
quarter,2026Q2,2026Q2,2026-04,2026-06,3,True,22799.1917,,-0.037721,-0.04002,,2026Q1,2025Q2,1336.1,30462.0,0.0,0.0,30462.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,live 2026.04-live 2026.06,Quarterly weighted average
quarter,2026Q3,2026Q3,2026-07,2026-08,2,False,19982.5175,,-0.13379,-0.159786,,2026Q2 Apr-May,2025Q3 Jul-Aug,228.8,4572.0,0.0,0.0,4572.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,live 2026.07-live 2026.08,Quarter-to-date weighted average
year,2015,2015,2015-01,2015-12,12,True,14084.9623,,,-0.036308,,,2014,2629.4,37035.0,3.6,47.0,36988.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,43-54,Annual weighted average
year,2016,2016,2016-01,2016-12,12,True,16941.3032,,,0.202794,,,2015,3156.9,53482.0,20.8,309.0,53173.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,55-66,Annual weighted average
year,2017,2017,2017-01,2017-12,12,True,20847.9532,,,0.230599,,,2016,3420.0,71300.0,2.2,20.0,71280.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,67-78,Annual weighted average
year,2018,2018,2018-01,2018-12,12,True,20044.3498,,,-0.038546,,,2017,3991.0,79997.0,8.3,175.0,79822.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,79-90,Annual weighted average
year,2019,2019,2019-01,2019-12,12,True,15965.4346,,,-0.203495,,,2018,3795.7,60600.0,3.1,61.0,60539.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,91-102,Annual weighted average
year,2020,2020,2020-01,2020-12,12,True,15027.8211,,,-0.058728,,,2019,2695.8,40512.0,0.0,0.0,40512.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,103-114,Annual weighted average
year,2021,2021,2021-01,2021-12,12,True,13870.8762,,,-0.076987,,,2020,2819.0,39102.0,0.0,0.0,39102.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,115-126,Annual weighted average
year,2022,2022,2022-01,2022-12,12,True,13161.5244,,,-0.05114,,,2021,3059.6,40269.0,0.0,0.0,40269.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,127-138,Annual weighted average
year,2023,2023,2023-01,2023-12,12,True,14730.9133,,,0.119241,,,2022,4229.473,62304.0,177.916,169.0,62135.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,139-150,Annual weighted average
year,2024,2024,2024-01,2024-12,12,True,24134.7313,,,0.638373,,,2023,3567.1,86091.0,3.4,31.0,86060.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,151-162,Annual weighted average
year,2025,2025,2025-01,2025-12,12,True,23422.4641,,,-0.029512,,,2024,3822.1,89523.0,0.5,3.0,89520.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,163-live 2025.12,Annual weighted average
year,2026,2026 YTD Jan-Aug,2026-01,2026-08,8,False,23066.1144,,,-0.019638,,,2025 same months,3259.5,75184.0,0.1,0.0,75184.0,,,121221,Thailand,Fit for human consumption,HS CODE_Month,live 2026.01-live 2026.08,Year-to-date weighted average (8 months)
